InstanceID,DateTimeStamp,Respondent,CaregiverID,StudyPhase,SessionType,SessionCount,Merge_TotalSessionTrials,SessionBlockCount,SelfMonitoring1,SelfMonitoring2,SelfMonitoring3,SelfMonitoring4,SelfMonitoring5,SelfMonitoring6,SelfMonitoring6a_1,SelfMonitoring6a_2,SelfMonitoring6a_3,ConfMonitoring1,ConfMonitoring2,ConfMonitoring3,ConfMonitoring4,ConfMonitoring5,ConfMonitoring6,ConfMonitoring6a_1,ConfMonitoring6a_2,ConfMonitoring6a_3,ConfConfederateInteraction,ConfTrialNote,IOAMonitoring1,IOAMonitoring2,IOAMonitoring3,IOAMonitoring4,IOAMonitoring5,IOAMonitoring6,IOAMonitoring6a_1,IOAMonitoring6a_2,IOAMonitoring6a_3,IOAConfederateInteraction,IOATrialNote,IOAxCONF_Key
84c2e101cp,2024-08-14T09:16:28-04:00,3_IOAxCONF,Case3,3_T3,0_AC,4,2,1,,,,,,,,,,1,1,1,1,1,1,1,1,1,0,,1,1,1,1,0,1,1,1,1,0,Questioning tone? 16:15ish,119
1fv3xh81bn,2024-08-14T09:17:05-04:00,3_IOAxCONF,Case3,3_T3,0_AC,4,3,1.5,,,,,,,,,,1,1,1,1,1,1,1,1,1,0,,1,1,1,1,1,1,1,1,1,0,,120
mftqsa41sf,2024-08-13T08:59:41-04:00,3_IOAxCONF,Case3,2_T2,1_SC,3,1,0.5,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,,1,1,0,1,1,1,0,1,1,0,,121
b6s7qzxy89,2024-08-13T09:02:21-04:00,3_IOAxCONF,Case3,2_T2,1_SC,3,4,2,,,,,,,,,,1,1,1,1,1,1,1,1,1,0,,1,1,1,1,1,1,1,1,1,0,,122
33u71gj78q,2024-08-13T09:03:54-04:00,3_IOAxCONF,Case3,2_T2,1_SC,3,6,3,,,,,,,,,,1,1,1,1,1,0,1,1,1,0,,0,1,1,1,1,0,1,1,1,0,,123
l78puidwmz,2024-08-13T09:11:38-04:00,3_IOAxCONF,Case3,2_T2,0_AC,3,1,0.5,,,,,,,,,,1,1,1,1,1,1,1,1,1,0,,1,1,1,1,1,1,1,1,1,0,,124
assm964nzn,2024-08-13T09:12:32-04:00,3_IOAxCONF,Case3,2_T2,0_AC,3,2,1,,,,,,,,,,1,1,1,1,1,1,1,1,1,0,,0,1,1,1,1,1,1,1,1,0,,125
fos43axt8r,2024-08-13T09:13:44-04:00,3_IOAxCONF,Case3,2_T2,0_AC,3,3,1.5,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,,0,1,1,1,1,1,1,1,1,0,,126
ea26882t36,2024-08-14T09:46:20-04:00,3_IOAxCONF,Case2,5_RTB,1_SC,5,1,0.5,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,,0,1,1,1,1,1,1,1,1,0,,127
4p52jdcygg,2024-08-14T09:48:49-04:00,3_IOAxCONF,Case2,5_RTB,1_SC,5,4,2,,,,,,,,,,1,1,1,1,1,0,1,1,1,0,,1,1,1,1,1,0,1,1,1,0,,128
bk9wgqr4ul,2024-08-14T09:51:40-04:00,3_IOAxCONF,Case2,5_RTB,1_SC,5,7,3.5,,,,,,,,,,1,1,1,1,1,0,1,1,1,0,,0,1,1,0,1,0,1,1,1,0,,129
1ruj52dgun,2024-08-14T09:57:47-04:00,3_IOAxCONF,Case2,5_RTB,0_AC,5,1,0.5,,,,,,,,,,1,1,1,0,1,0,1,1,1,0,,1,1,1,0,1,0,1,1,1,0,,130
xmvhjmnp8d,2024-08-16T09:54:28-04:00,3_IOAxCONF,Case1,5_RTB,1_SC,6,1,0.5,,,,,,,,,,1,1,1,1,1,0,1,1,1,0,,1,1,1,1,1,1,1,1,1,0,,131
t74m72d6ox,2024-08-16T09:58:10-04:00,3_IOAxCONF,Case1,5_RTB,1_SC,6,4,2,,,,,,,,,,1,1,1,1,1,0,1,1,1,0,,1,1,1,1,1,0,1,1,1,0,,132
mpi2rm6b1i,2024-08-16T10:00:45-04:00,3_IOAxCONF,Case1,5_RTB,1_SC,6,7,3.5,,,,,,,,,,1,1,1,1,1,1,1,1,1,0,,1,1,1,1,1,1,1,1,1,0,,133
vws0jd4py3,2024-08-07T09:36:05-04:00,3_IOAxCONF,Case3,1_T1,1_SC,2,1,0.5,,,,,,,,,,1,1,0,0,1,0,1,1,1,1,Sent wrong guide. **Addressed 2024.09.16**,0,1,0,0,1,0,1,1,1,1,Looked like some technical difficulties that had to be navigated (1:00),134
uhz6scvrcf,2024-08-07T09:40:13-04:00,3_IOAxCONF,Case3,1_T1,1_SC,2,4,2,,,,,,,,,,1,1,0,1,1,0,1,1,1,0,,1,1,0,0,1,0,1,1,1,0,,135
wobjacr4f0,2024-08-07T09:43:56-04:00,3_IOAxCONF,Case3,1_T1,1_SC,2,7,3.5,,,,,,,,,,1,1,0,1,1,1,1,1,0,0,,0,1,0,0,1,1,1,1,0,0,,136
x6snutud2j,2024-08-07T09:48:46-04:00,3_IOAxCONF,Case3,1_T1,1_SC,2,11,5.5,,,,,,,,,,1,1,0,0,1,0,1,1,1,0,,0,1,0,0,1,0,1,1,1,0,,137
e9jw781c6q,2024-08-07T09:52:50-04:00,3_IOAxCONF,Case3,1_T1,1_SC,2,14,7,,,,,,,,,,1,1,0,1,1,0,1,1,1,0,,1,1,0,0,1,0,1,1,1,0,,138
9u24ug994x,2024-08-07T09:56:24-04:00,3_IOAxCONF,Case3,1_T1,1_SC,2,17,8.5,,,,,,,,,,1,1,1,1,1,1,0,1,1,0,,0,1,0,0,1,1,0,1,1,0,,139
g1p4exdh69,2024-08-07T10:00:33-04:00,3_IOAxCONF,Case3,1_T1,1_SC,2,20,10,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,I complied **Addressed 2024.09.16**,0,1,1,1,1,1,0,1,1,0,,140
lihoshct35,2024-08-07T10:04:05-04:00,3_IOAxCONF,Case3,1_T1,1_SC,2,23,11.5,,,,,,,,,,1,1,1,1,1,1,1,1,1,0,,0,1,0,0,1,1,1,1,1,0,,141
ydcxk6f2tw,2024-08-16T09:15:07-04:00,3_IOAxCONF,Case4,5_RTB,0_AC,2,1,0.5,,,,,,,,,,1,1,1,1,1,1,1,1,1,0,,1,1,1,1,1,1,1,1,1,0,,142
vlkta0y9ks,2024-08-16T09:16:59-04:00,3_IOAxCONF,Case4,5_RTB,0_AC,2,2,1,,,,,,,,,,1,1,1,1,1,1,1,1,1,0,,1,1,1,1,1,1,1,1,1,0,,143
kv07tghq0x,2024-08-16T09:18:00-04:00,3_IOAxCONF,Case4,5_RTB,0_AC,2,3,1.5,,,,,,,,,,1,1,1,1,1,1,1,1,1,0,,1,1,1,1,1,1,1,1,1,0,,144
