InstanceID,EventNote,DateTimeStamp:,ResponseIDx,Respondent,CaregiverID,StudyPhase,SessionType,SessionCount,Merge_TotalSessionTrials,SessionBlockCount,TrialDirection,CareDirStart,CareDirEnd,SelfMonitoring1,SelfMonitoring2,SelfMonitoring3,SelfMonitoring4,SelfMonitoring5,SelfMonitoring6,SelfMonitoring6a_1,SelfMonitoring6a_2,SelfMonitoring6a_3,ConfResponse,ConfMonitoring1,ConfMonitoring2,ConfMonitoring3,ConfMonitoring4,ConfMonitoring5,ConfMonitoring6,ConfMonitoring6a_1,ConfMonitoring6a_2,ConfMonitoring6a_3,ConfChildResponse,ConfederateInteraction,ConfTrialNote,ConfSessionNote,IOAVideoName,IOAMonitoring1,IOAMonitoring2,IOAMonitoring3,IOAMonitoring4,IOAMonitoring5,IOAMonitoring6,IOAMonitoring6a_1,IOAMonitoring6a_2,IOAMonitoring6a_3,IOAChildResponse,IOAConfederateInteraction,IOATrialNote,IOASessionNote,IOAxCARE_Key
ybmr7xnnip,3.0_Care_T2_SC_TrialComplete,2024-08-13T08:59:41-04:00,R_5noUFIIUfZ4ZBaa,0_CARE,Case3,2_T2,1_SC,3,1,0.5,,2024-08-13T08:59:05-04:00,2024-08-13T08:59:26-04:00,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42
qe93m4qrvs,3.0_IOA_TrialComplete,2024-10-15T11:59:20-04:00,IOA-TrackingSession4,2_IOA,Case3,2_T2,1_SC,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,Case3_3_T2_SC and AC.mp4 ,1,1,0,1,1,1,0,1,1,0_CO,0,,,42
9wu7i8iclo,3.0_Care_T2_SC_TrialComplete,2024-08-13T09:02:19-04:00,R_5noUFIIUfZ4ZBaa,0_CARE,Case3,2_T2,1_SC,3,4,2,,2024-08-13T09:01:42-04:00,2024-08-13T09:02:09-04:00,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43
rsfxpuknwc,3.0_IOA_TrialComplete,2024-10-15T12:00:31-04:00,IOA-TrackingSession4,2_IOA,Case3,2_T2,1_SC,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,Case3_3_T2_SC and AC.mp4 ,1,1,1,1,1,1,1,1,1,0_CO,0,,,43
8pixojvecd,3.0_Care_T2_SC_TrialComplete,2024-08-13T09:03:49-04:00,R_5noUFIIUfZ4ZBaa,0_CARE,Case3,2_T2,1_SC,3,6,3,,2024-08-13T09:03:15-04:00,2024-08-13T09:03:38-04:00,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44
83jphwg4n3,3.0_IOA_TrialComplete,2024-10-15T12:01:47-04:00,IOA-TrackingSession4,2_IOA,Case3,2_T2,1_SC,3,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,Case3_3_T2_SC and AC.mp4 ,0,1,1,1,1,0,1,1,1,2_PC,0,,,44
e2xpk6uyea,3.0_Care_T1_SC_TrialComplete,2024-08-07T09:36:16-04:00,R_59nsBxI3QvL3KCJ,0_CARE,Case3,1_T1,1_SC,2,1,0.5,,2024-08-07T09:35:09-04:00,2024-08-07T09:35:34-04:00,1,1,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45
37po94yfh9,3.0_IOA_TrialComplete,2024-10-15T12:22:43-04:00,IOA-TrackingSession4,2_IOA,Case3,1_T1,1_SC,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,Case3_1_T1.MOV ,0,1,0,0,1,0,1,1,1,1_PO,1,Looked like some technical difficulties that had to be navigated (1:00),,45
zyqwop1bol,3.0_Care_T1_SC_TrialComplete,2024-08-07T09:40:05-04:00,R_59nsBxI3QvL3KCJ,0_CARE,Case3,1_T1,1_SC,2,4,2,,2024-08-07T09:39:08-04:00,2024-08-07T09:39:33-04:00,1,1,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46
x924pt7327,3.0_IOA_TrialComplete,2024-10-15T12:25:12-04:00,IOA-TrackingSession4,2_IOA,Case3,1_T1,1_SC,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,Case3_1_T1.MOV ,1,1,0,0,1,0,1,1,1,1_PO,0,,,46
db92133qdh,3.0_Care_T1_SC_TrialComplete,2024-08-07T09:43:48-04:00,R_59nsBxI3QvL3KCJ,0_CARE,Case3,1_T1,1_SC,2,7,3.5,,2024-08-07T09:42:58-04:00,2024-08-07T09:43:30-04:00,1,1,,,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47
2ef79ggn0j,3.0_IOA_TrialComplete,2024-10-15T12:26:34-04:00,IOA-TrackingSession4,2_IOA,Case3,1_T1,1_SC,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,Case3_1_T1.MOV ,0,1,0,0,1,1,1,1,0,0_CO,0,,,47
dpi1l0y4v4,3.0_Care_T1_SC_TrialComplete,2024-08-07T09:48:42-04:00,R_59nsBxI3QvL3KCJ,0_CARE,Case3,1_T1,1_SC,2,11,5.5,,2024-08-07T09:47:50-04:00,2024-08-07T09:48:14-04:00,1,1,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48
ssh1t4owvj,3.0_IOA_TrialComplete,2024-10-15T12:27:57-04:00,IOA-TrackingSession4,2_IOA,Case3,1_T1,1_SC,2,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,Case3_1_T1.MOV ,0,1,0,0,1,0,1,1,1,2_PC,0,,,48
jv9wyewjup,3.0_Care_T1_SC_TrialComplete,2024-08-07T09:52:50-04:00,R_59nsBxI3QvL3KCJ,0_CARE,Case3,1_T1,1_SC,2,14,7,,2024-08-07T09:52:00-04:00,2024-08-07T09:52:23-04:00,1,1,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49
mexvv32614,3.0_IOA_TrialComplete,2024-10-15T12:29:24-04:00,IOA-TrackingSession4,2_IOA,Case3,1_T1,1_SC,2,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,Case3_1_T1.MOV ,1,1,0,0,1,0,1,1,1,1_PO,0,,,49
aynncxlb59,3.0_Care_T1_SC_TrialComplete,2024-08-07T09:56:22-04:00,R_59nsBxI3QvL3KCJ,0_CARE,Case3,1_T1,1_SC,2,17,8.5,,2024-08-07T09:55:31-04:00,2024-08-07T09:55:59-04:00,1,1,,,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50
8vur3c0n9e,3.0_IOA_TrialComplete,2024-10-15T12:30:42-04:00,IOA-TrackingSession4,2_IOA,Case3,1_T1,1_SC,2,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,Case3_1_T1.MOV ,0,1,0,0,1,1,0,1,1,0_CO,0,,,50
6i9ei5keqi,3.0_Care_T1_SC_TrialComplete,2024-08-07T10:00:23-04:00,R_59nsBxI3QvL3KCJ,0_CARE,Case3,1_T1,1_SC,2,20,10,,2024-08-07T09:59:43-04:00,2024-08-07T10:00:09-04:00,1,1,,,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51
hrdysp4y71,3.0_IOA_TrialComplete,2024-10-15T12:32:36-04:00,IOA-TrackingSession4,2_IOA,Case3,1_T1,1_SC,2,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,Case3_1_T1.MOV ,0,1,1,1,1,1,0,1,1,0_CO,0,,,51
jbq12keg6e,3.0_Care_T1_SC_TrialComplete,2024-08-07T10:04:08-04:00,R_59nsBxI3QvL3KCJ,0_CARE,Case3,1_T1,1_SC,2,23,11.5,,2024-08-07T10:03:20-04:00,2024-08-07T10:03:52-04:00,1,1,,,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52
lqhfah8avf,3.0_IOA_TrialComplete,2024-10-15T12:34:41-04:00,IOA-TrackingSession4,2_IOA,Case3,1_T1,1_SC,2,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,Case3_1_T1.MOV ,0,1,0,0,1,1,1,1,1,0_CO,0,,,52
