InstanceID,EventNote,DateTimeStamp,ResponseIDx,CaregiverID,Respondent,StudyPhase,SessionType,SessionCount,TotalSessionTrials,SessionBlockCount,TrialDirection,CareDirStart,CareDirEnd,SelfMonitoring1,SelfMonitoring2,SelfMonitoring3,SelfMonitoring4,SelfMonitoring5,SelfMonitoring6,SelfMonitoring6a_1,SelfMonitoring6a_2,SelfMonitoring6a_3,ConfResponse,ConfMonitoring1,ConfMonitoring2,ConfMonitoring3,ConfMonitoring4,ConfMonitoring5,ConfMonitoring6,ConfMonitoring6a_1,ConfMonitoring6a_2,ConfMonitoring6a_3,ConfChildResponse,ConfederateInteraction,ConfTrialNote,ConfSessionNote,IOAVideoName,IOADirStart,IOADirEnd,IOAMonitoring1,IOAMonitoring2,IOAMonitoring3,IOAMonitoring4,IOAMonitoring5,IOAMonitoring6,IOAMonitoring6a_1,IOAMonitoring6a_2,IOAMonitoring6a_3,IOAResponse,IOAChildResponse,IOAConfederateInteraction,IOATrialNote,IOASessionNote
j73nh9b6av,3.0_Care_BL_SC_TrialComplete,2024-08-06T12:34:38-04:00,R_7lVWN5NaEP3KFaq,Case2,0_CARE,0_BL,1_SC,1,12,6,BL2_Have your focus child put the crayons in the box,2024-08-06T12:33:55-04:00,2024-08-06T12:34:37-04:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a4knedjuvn,3.0_Conf_TX_SC_TrialComplete,2024-08-06T12:34:59-04:00,R_570X9J1UdvvNuWK,Case2,1_CONF,0_BL,1_SC,1,12,6,,,,,,,,,,,,,,1,1,0,1,1,1,0,1,0,,0,,,,,,,,,,,,,,,,,,,
i7ilsxg5my,4.0_End_of_Session,2024-08-06T12:36:00-04:00,R_7lVWN5NaEP3KFaq,Case2,0_CARE,0_BL,1_SC,1,12,6,BL0_Have your focus child put the puzzle away,2024-08-06T12:33:55-04:00,2024-08-06T12:34:37-04:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bl5k7ae3rd,4.0_End_of_Session,2024-08-06T12:36:02-04:00,R_570X9J1UdvvNuWK,Case2,1_CONF,0_BL,1_SC,1,12,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bt0jh2r1ai,0_SurveyStart,2024-08-07T12:19:03-04:00,R_14eQnWFbfz7nJGp,Case1,0_CARE,0_BL,0_AC,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
g22nu71lvm,0_SurveyStart,2024-08-07T13:10:02-04:00,R_71LUxtDmMbqOBwQ,Case1,0_CARE,1_T1,0_AC,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nnlk3wss8g,0_SurveyStart,2024-08-07T13:10:59-04:00,R_6ibp2tj4MHUsRea,Case1,1_CONF,1_T1,0_AC,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fdqmvumir4,0_SurveyStart,2024-08-09T08:41:03-04:00,R_6fqCwfjFksttU5F,Case4,1_CONF,0_BL,0_AC,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ask2kr2roy,0_SurveyStart,2024-08-09T09:21:02-04:00,R_3f9GJDnFuPWPjox,Case2,0_CARE,2_T2,0_AC,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rlsen0nacr,0_SurveyStart,2024-08-09T09:22:28-04:00,R_31dCDupirLPzOIG,Case2,1_CONF,2_T2,0_AC,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rowvrznj2r,0_SurveyStart,2024-08-06T12:42:58-04:00,R_3DCJpbHLtPtcRzG,Case2,0_CARE,0_BL,1_SC,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bcgudm0wur,1.0_BL_EDC-Start,2024-08-06T12:43:03-04:00,R_3DCJpbHLtPtcRzG,Case2,0_CARE,0_BL,1_SC,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oywh4ig396,1.1_BL_EDC-End,2024-08-06T12:43:06-04:00,R_3DCJpbHLtPtcRzG,Case2,0_CARE,0_BL,1_SC,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9um40hw53d,0_SurveyStart,2024-08-06T12:43:23-04:00,R_6SHwGFF8MoFNOD6,Case2,1_CONF,0_BL,1_SC,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ywimabwxrd,3.0_Care_BL_SC_TrialComplete,2024-08-06T12:44:10-04:00,R_3DCJpbHLtPtcRzG,Case2,0_CARE,0_BL,1_SC,1,1,0.5,BL2_Have your focus child put the crayons in the box,2024-08-06T12:43:42-04:00,2024-08-06T12:44:09-04:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jqtcx1bw9u,3.0_Conf_TX_SC_TrialComplete,2024-08-06T12:44:35-04:00,R_6SHwGFF8MoFNOD6,Case2,1_CONF,0_BL,1_SC,1,1,0.5,,,,,,,,,,,,,,1,1,0,1,1,1,0,1,0,,0,,,,,,,,,,,,,,,,,,,
udcelsqz3t,3.0_Care_BL_SC_TrialComplete,2024-08-06T12:45:29-04:00,R_3DCJpbHLtPtcRzG,Case2,0_CARE,0_BL,1_SC,1,2,1,BL0_Have your focus child put the puzzle away,2024-08-06T12:44:57-04:00,2024-08-06T12:45:27-04:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sv1ln9v67n,3.0_Conf_TX_SC_TrialComplete,2024-08-06T12:46:18-04:00,R_6SHwGFF8MoFNOD6,Case2,1_CONF,0_BL,1_SC,1,2,1,,,,,,,,,,,,,,1,1,0,1,1,1,0,1,0,,0,Should have been a no comply **Addressed 2024.09.16**,,,,,,,,,,,,,,,,,,
fphsqez4qf,3.0_Care_BL_SC_TrialComplete,2024-08-06T12:47:10-04:00,R_3DCJpbHLtPtcRzG,Case2,0_CARE,0_BL,1_SC,1,3,1.5,BL1_Have your focus child put bedding in cubby,2024-08-06T12:46:35-04:00,2024-08-06T12:47:09-04:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ox85op7a90,3.0_Conf_TX_SC_TrialComplete,2024-08-06T12:47:31-04:00,R_6SHwGFF8MoFNOD6,Case2,1_CONF,0_BL,1_SC,1,3,1.5,,,,,,,,,,,,,,1,1,0,1,1,0,1,1,1,,0,,,,,,,,,,,,,,,,,,,
ic0kuz0ax3,3.0_Care_BL_SC_TrialComplete,2024-08-06T12:48:35-04:00,R_3DCJpbHLtPtcRzG,Case2,0_CARE,0_BL,1_SC,1,4,2,BL0_Have your focus child put the puzzle away,2024-08-06T12:47:52-04:00,2024-08-06T12:48:33-04:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f7axuoouyl,4.0_End_of_Session,2024-08-06T12:49:25-04:00,R_3DCJpbHLtPtcRzG,Case2,0_CARE,0_BL,1_SC,1,4,2,BL1_Have your focus child put bedding in cubby,2024-08-06T12:47:52-04:00,2024-08-06T12:48:33-04:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orouwoi8tw,0_SurveyStart,2024-08-12T08:29:31-04:00,R_7lWfH1NmVNatVeo,Case4,1_CONF,0_BL,0_AC,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vreldn5mvu,3.0_Conf_TX_SC_TrialComplete,2024-08-06T12:51:02-04:00,R_6SHwGFF8MoFNOD6,Case2,1_CONF,0_BL,1_SC,1,4,2,,,,,,,,,,,,,,1,1,0,1,1,1,0,1,0,,0,,,,,,,,,,,,,,,,,,,
rnf36z367o,4.0_End_of_Session,2024-08-06T12:51:16-04:00,R_6SHwGFF8MoFNOD6,Case2,1_CONF,0_BL,1_SC,1,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dp7g2nu2t2,0_SurveyStart,2024-08-12T08:37:14-04:00,R_7sn3dP0AVPmc361,Case4,0_CARE,0_BL,0_AC,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fihrt1izu9,0_SurveyStart,2024-08-13T08:29:51-04:00,R_6rI74JeroBa0JpU,Case3,1_CONF,1_T1,0_AC,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3z2hb3vgh8,0_SurveyStart,2024-08-13T08:31:51-04:00,R_3qERqzyxDL5xY17,Case3,0_CARE,1_T1,0_AC,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1w80uyzj50,0_SurveyStart,2024-08-13T09:05:55-04:00,R_5VxwNJ5rgVsJnVI,Case3,0_CARE,2_T2,0_AC,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ecs4jxs120,0_SurveyStart,2024-08-13T09:06:41-04:00,R_3Ezb0cRVG2jyDq4,Case3,1_CONF,2_T2,0_AC,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d82resgbdb,0_SurveyStart,2024-08-06T12:53:24-04:00,R_6MbvgEkHv2Ongg9,Case2,0_CARE,0_BL,1_SC,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
s4501fkvac,0_SurveyStart,2024-08-13T09:10:54-04:00,R_1dLkp0YC9nxkAtI,Case3,1_CONF,2_T2,0_AC,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92f2ag43w4,1.0_BL_EDC-Start,2024-08-06T12:53:29-04:00,R_6MbvgEkHv2Ongg9,Case2,0_CARE,0_BL,1_SC,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ys61ukyng5,1.1_BL_EDC-End,2024-08-06T12:53:31-04:00,R_6MbvgEkHv2Ongg9,Case2,0_CARE,0_BL,1_SC,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bcu955krm3,0_SurveyStart,2024-08-06T12:54:07-04:00,R_5qGyERqMXoxTCoh,Case2,1_CONF,0_BL,1_SC,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
meshhjzd9q,3.0_Care_BL_SC_TrialComplete,2024-08-06T12:54:59-04:00,R_6MbvgEkHv2Ongg9,Case2,0_CARE,0_BL,1_SC,1,1,0.5,BL0_Have your focus child put the puzzle away,2024-08-06T12:54:27-04:00,2024-08-06T12:54:58-04:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
yq71aj4ndb,3.0_Conf_TX_SC_TrialComplete,2024-08-06T12:55:27-04:00,R_5qGyERqMXoxTCoh,Case2,1_CONF,0_BL,1_SC,1,1,0.5,,,,,,,,,,,,,,1,1,0,1,1,0,0,0,1,,0,,,,,,,,,,,,,,,,,,,
6xjb3qtjrd,3.0_Care_BL_SC_TrialComplete,2024-08-06T12:56:31-04:00,R_6MbvgEkHv2Ongg9,Case2,0_CARE,0_BL,1_SC,1,2,1,BL1_Have your focus child put bedding in cubby,2024-08-06T12:55:52-04:00,2024-08-06T12:56:30-04:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bei1u9xbh4,4.0_End_of_Session,2024-08-06T12:56:41-04:00,R_6MbvgEkHv2Ongg9,Case2,0_CARE,0_BL,1_SC,1,2,1,BL2_Have your focus child put the crayons in the box,2024-08-06T12:55:52-04:00,2024-08-06T12:56:30-04:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tag1fa0kp1,3.0_Conf_TX_SC_TrialComplete,2024-08-06T12:56:51-04:00,R_5qGyERqMXoxTCoh,Case2,1_CONF,0_BL,1_SC,1,2,1,,,,,,,,,,,,,,1,1,0,1,1,1,0,1,0,,1,,,,,,,,,,,,,,,,,,,
invldw3tj1,0_SurveyStart,2024-08-13T09:56:47-04:00,R_6bZ8r7E5YUdgl1w,Case2,1_CONF,3_T3,0_AC,4,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r4o4jl5d9y,4.0_End_of_Session,2024-08-06T12:57:38-04:00,R_5qGyERqMXoxTCoh,Case2,1_CONF,0_BL,1_SC,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e2cws4hw5q,0_SurveyStart,2024-08-13T09:57:18-04:00,R_1tifzkVm5Sm98Qx,Case2,0_CARE,3_T3,0_AC,4,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w3evcylmxn,0_SurveyStart,2024-08-14T09:12:26-04:00,R_5TXyg206X5IOo63,Case3,0_CARE,3_T3,0_AC,4,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
t4vfmge5oc,0_SurveyStart,2024-08-14T09:13:37-04:00,R_5eQmq8iuO7kk8Jj,Case3,0_CARE,3_T3,0_AC,4,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
xcrqqqnhvn,0_SurveyStart,2024-08-14T09:14:45-04:00,R_6maWLUgEEeHP9t8,Case3,1_CONF,3_T3,0_AC,4,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u2v060l7ah,0_SurveyStart,2024-08-14T09:55:14-04:00,R_6S3kyIWa80pIldG,Case2,0_CARE,5_RTB,0_AC,5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
etf7ceck43,0_SurveyStart,2024-08-14T09:55:41-04:00,R_6zHIK3jpkfHvPIO,Case2,1_CONF,5_RTB,0_AC,5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1jqh15as9u,0_SurveyStart,2024-08-15T09:08:31-04:00,R_51LdDD6gogWPckn,Case1,1_CONF,2_T2,0_AC,5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
v0judpdeqd,0_SurveyStart,2024-08-15T09:10:19-04:00,R_7n8Bkm6OrbEdhJh,Case1,0_CARE,2_T2,0_AC,5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
be6jla3p62,0_SurveyStart,2024-08-15T09:25:07-04:00,R_5H5ydbj6jQNe8zn,Case1,0_CARE,3_T3,0_AC,5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cjts3p38c2,0_SurveyStart,2024-08-15T09:25:24-04:00,R_55syw4v7LvtIVOS,Case1,1_CONF,3_T3,0_AC,5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
xsky87oc5o,0_SurveyStart,2024-08-16T08:47:27-04:00,R_6dna2zYAC0G6wso,Case4,0_CARE,5_RTB,0_AC,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fvkuvcqz0f,0_SurveyStart,2024-08-06T14:10:20-04:00,R_1aMwBLZzFs77NOV,Case3,1_CONF,0_BL,1_SC,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
l2lk42ose9,0_SurveyStart,2024-08-06T14:10:39-04:00,R_1P6MIqHAakv8bls,Case3,0_CARE,0_BL,1_SC,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0zgh4709qv,1.0_BL_EDC-Start,2024-08-06T14:11:22-04:00,R_1P6MIqHAakv8bls,Case3,0_CARE,0_BL,1_SC,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h0d1db3s0x,1.1_BL_EDC-End,2024-08-06T14:12:13-04:00,R_1P6MIqHAakv8bls,Case3,0_CARE,0_BL,1_SC,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18q1avo72z,3.0_Care_BL_SC_TrialComplete,2024-08-06T14:13:35-04:00,R_1P6MIqHAakv8bls,Case3,0_CARE,0_BL,1_SC,1,1,0.5,BL2_Have your focus child cut the paper,2024-08-06T14:12:56-04:00,2024-08-06T14:13:33-04:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zqh67kai1y,3.0_Conf_TX_SC_TrialComplete,2024-08-06T14:13:50-04:00,R_1aMwBLZzFs77NOV,Case3,1_CONF,0_BL,1_SC,1,1,0.5,,,,,,,,,,,,,,1,1,0,0,1,1,0,0,0,,0,,,,,,,,,,,,,,,,,,,
vep2whpn2v,3.0_Care_BL_SC_TrialComplete,2024-08-06T14:14:51-04:00,R_1P6MIqHAakv8bls,Case3,0_CARE,0_BL,1_SC,1,2,1,BL1_Have your focus child draw on the paper,2024-08-06T14:14:15-04:00,2024-08-06T14:14:50-04:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7o69hq0dlj,3.0_Conf_TX_SC_TrialComplete,2024-08-06T14:15:16-04:00,R_1aMwBLZzFs77NOV,Case3,1_CONF,0_BL,1_SC,1,2,1,,,,,,,,,,,,,,1,1,0,0,1,0,0,0,1,,1,I said perfect at the end,,,,,,,,,,,,,,,,,,
t8lj4xo753,3.0_Care_BL_SC_TrialComplete,2024-08-06T14:16:10-04:00,R_1P6MIqHAakv8bls,Case3,0_CARE,0_BL,1_SC,1,3,1.5,BL0_Have your focus child put the blocks in the bin,2024-08-06T14:15:38-04:00,2024-08-06T14:16:09-04:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lgau2v904v,3.0_Conf_TX_SC_TrialComplete,2024-08-06T14:16:28-04:00,R_1aMwBLZzFs77NOV,Case3,1_CONF,0_BL,1_SC,1,3,1.5,,,,,,,,,,,,,,1,1,0,0,1,1,0,1,0,,0,,,,,,,,,,,,,,,,,,,
7gacy2bofo,3.0_Care_BL_SC_TrialComplete,2024-08-06T14:17:21-04:00,R_1P6MIqHAakv8bls,Case3,0_CARE,0_BL,1_SC,1,4,2,BL2_Have your focus child cut the paper,2024-08-06T14:16:51-04:00,2024-08-06T14:17:20-04:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wieyal9grr,3.0_Conf_TX_SC_TrialComplete,2024-08-06T14:17:42-04:00,R_1aMwBLZzFs77NOV,Case3,1_CONF,0_BL,1_SC,1,4,2,,,,,,,,,,,,,,0,1,0,0,1,0,0,0,1,,0,,,,,,,,,,,,,,,,,,,
a5lv7y6swr,3.0_Care_BL_SC_TrialComplete,2024-08-06T14:18:39-04:00,R_1P6MIqHAakv8bls,Case3,0_CARE,0_BL,1_SC,1,5,2.5,BL1_Have your focus child draw on the paper,2024-08-06T14:18:02-04:00,2024-08-06T14:18:38-04:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ceio20vzn7,3.0_Conf_TX_SC_TrialComplete,2024-08-06T14:18:58-04:00,R_1aMwBLZzFs77NOV,Case3,1_CONF,0_BL,1_SC,1,5,2.5,,,,,,,,,,,,,,0,1,0,0,1,1,0,0,0,,0,,,,,,,,,,,,,,,,,,,
x0rvexmxt7,3.0_Care_BL_SC_TrialComplete,2024-08-06T14:19:49-04:00,R_1P6MIqHAakv8bls,Case3,0_CARE,0_BL,1_SC,1,6,3,BL0_Have your focus child put the blocks in the bin,2024-08-06T14:19:16-04:00,2024-08-06T14:19:46-04:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nuojvsrak4,3.0_Conf_TX_SC_TrialComplete,2024-08-06T14:20:16-04:00,R_1aMwBLZzFs77NOV,Case3,1_CONF,0_BL,1_SC,1,6,3,,,,,,,,,,,,,,0,1,0,0,1,0,0,0,1,,0,,,,,,,,,,,,,,,,,,,
uprppmdi6v,3.0_Care_BL_SC_TrialComplete,2024-08-06T14:21:02-04:00,R_1P6MIqHAakv8bls,Case3,0_CARE,0_BL,1_SC,1,7,3.5,BL1_Have your focus child draw on the paper,2024-08-06T14:20:34-04:00,2024-08-06T14:21:01-04:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vgsfvs23id,3.0_Conf_TX_SC_TrialComplete,2024-08-06T14:21:23-04:00,R_1aMwBLZzFs77NOV,Case3,1_CONF,0_BL,1_SC,1,7,3.5,,,,,,,,,,,,,,0,1,0,0,1,0,0,0,1,,0,,,,,,,,,,,,,,,,,,,
1cty0qsign,3.0_Care_BL_SC_TrialComplete,2024-08-06T14:22:10-04:00,R_1P6MIqHAakv8bls,Case3,0_CARE,0_BL,1_SC,1,8,4,BL0_Have your focus child put the blocks in the bin,2024-08-06T14:21:39-04:00,2024-08-06T14:22:09-04:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
k81nionvca,3.0_Conf_TX_SC_TrialComplete,2024-08-06T14:22:38-04:00,R_1aMwBLZzFs77NOV,Case3,1_CONF,0_BL,1_SC,1,8,4,,,,,,,,,,,,,,0,0,0,0,1,1,0,1,0,,1,Mentioned phone,,,,,,,,,,,,,,,,,,
5crgdaqakl,3.0_Care_BL_SC_TrialComplete,2024-08-06T14:23:26-04:00,R_1P6MIqHAakv8bls,Case3,0_CARE,0_BL,1_SC,1,9,4.5,BL2_Have your focus child cut the paper,2024-08-06T14:22:54-04:00,2024-08-06T14:23:24-04:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u0e61zeiap,3.0_Conf_TX_SC_TrialComplete,2024-08-06T14:23:49-04:00,R_1aMwBLZzFs77NOV,Case3,1_CONF,0_BL,1_SC,1,9,4.5,,,,,,,,,,,,,,0,1,0,0,1,1,0,1,0,,0,,,,,,,,,,,,,,,,,,,
b14pmswmxv,3.0_Care_BL_SC_TrialComplete,2024-08-06T14:24:45-04:00,R_1P6MIqHAakv8bls,Case3,0_CARE,0_BL,1_SC,1,10,5,BL0_Have your focus child put the blocks in the bin,2024-08-06T14:24:09-04:00,2024-08-06T14:24:44-04:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rxji52j2gp,3.0_Conf_TX_SC_TrialComplete,2024-08-06T14:25:09-04:00,R_1aMwBLZzFs77NOV,Case3,1_CONF,0_BL,1_SC,1,10,5,,,,,,,,,,,,,,1,1,0,1,1,0,0,0,1,,0,,,,,,,,,,,,,,,,,,,
42r6nrdo1g,3.0_Care_BL_SC_TrialComplete,2024-08-06T14:25:54-04:00,R_1P6MIqHAakv8bls,Case3,0_CARE,0_BL,1_SC,1,11,5.5,BL1_Have your focus child draw on the paper,2024-08-06T14:25:26-04:00,2024-08-06T14:25:53-04:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tz3akpx8zf,3.0_Conf_TX_SC_TrialComplete,2024-08-06T14:26:14-04:00,R_1aMwBLZzFs77NOV,Case3,1_CONF,0_BL,1_SC,1,11,5.5,,,,,,,,,,,,,,1,1,0,0,1,1,0,1,0,,0,,,,,,,,,,,,,,,,,,,
y9cx6xln91,3.0_Care_BL_SC_TrialComplete,2024-08-06T14:27:09-04:00,R_1P6MIqHAakv8bls,Case3,0_CARE,0_BL,1_SC,1,12,6,BL2_Have your focus child cut the paper,2024-08-06T14:26:39-04:00,2024-08-06T14:27:07-04:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ay9xpkvfkq,3.0_Conf_TX_SC_TrialComplete,2024-08-06T14:27:32-04:00,R_1aMwBLZzFs77NOV,Case3,1_CONF,0_BL,1_SC,1,12,6,,,,,,,,,,,,,,0,1,0,0,1,0,0,0,1,,0,,,,,,,,,,,,,,,,,,,
ya8xuhlxuj,3.0_Care_BL_SC_TrialComplete,2024-08-06T14:28:26-04:00,R_1P6MIqHAakv8bls,Case3,0_CARE,0_BL,1_SC,1,13,6.5,BL1_Have your focus child draw on the paper,2024-08-06T14:27:52-04:00,2024-08-06T14:28:25-04:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dhz81nhvnu,3.0_Conf_TX_SC_TrialComplete,2024-08-06T14:28:58-04:00,R_1aMwBLZzFs77NOV,Case3,1_CONF,0_BL,1_SC,1,13,6.5,,,,,,,,,,,,,,0,1,0,0,1,1,0,1,0,,1,Joke about drawing,,,,,,,,,,,,,,,,,,
n6y1mpqnoq,3.0_Care_BL_SC_TrialComplete,2024-08-06T14:29:50-04:00,R_1P6MIqHAakv8bls,Case3,0_CARE,0_BL,1_SC,1,14,7,BL2_Have your focus child cut the paper,2024-08-06T14:29:20-04:00,2024-08-06T14:29:48-04:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
v6h0qhxezv,3.0_Conf_TX_SC_TrialComplete,2024-08-06T14:30:17-04:00,R_1aMwBLZzFs77NOV,Case3,1_CONF,0_BL,1_SC,1,14,7,,,,,,,,,,,,,,0,1,0,0,1,0,1,1,1,,0,,,,,,,,,,,,,,,,,,,
21nw21qn0x,3.0_Care_BL_SC_TrialComplete,2024-08-06T14:31:12-04:00,R_1P6MIqHAakv8bls,Case3,0_CARE,0_BL,1_SC,1,15,7.5,BL0_Have your focus child put the blocks in the bin,2024-08-06T14:30:42-04:00,2024-08-06T14:31:11-04:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tfjkg475qi,3.0_Conf_TX_SC_TrialComplete,2024-08-06T14:31:31-04:00,R_1aMwBLZzFs77NOV,Case3,1_CONF,0_BL,1_SC,1,15,7.5,,,,,,,,,,,,,,0,1,0,0,1,1,0,1,0,,0,,,,,,,,,,,,,,,,,,,
jp9dpv1bmh,3.0_Care_BL_SC_TrialComplete,2024-08-06T14:32:11-04:00,R_1P6MIqHAakv8bls,Case3,0_CARE,0_BL,1_SC,1,16,8,BL1_Have your focus child draw on the paper,2024-08-06T14:31:48-04:00,2024-08-06T14:32:10-04:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nyhoddoted,3.0_Conf_TX_SC_TrialComplete,2024-08-06T14:32:31-04:00,R_1aMwBLZzFs77NOV,Case3,1_CONF,0_BL,1_SC,1,16,8,,,,,,,,,,,,,,0,1,0,0,1,0,0,0,1,,0,,,,,,,,,,,,,,,,,,,
7uw9ui849y,4.0_End_of_Session,2024-08-06T14:32:56-04:00,R_1P6MIqHAakv8bls,Case3,0_CARE,0_BL,1_SC,1,16,8,BL2_Have your focus child cut the paper,2024-08-06T14:31:48-04:00,2024-08-06T14:32:10-04:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
uytkrwdust,0_SurveyStart,2024-08-16T08:47:54-04:00,R_74l1mHuvJM480uH,Case4,1_CONF,5_RTB,0_AC,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bkttorpmwf,4.0_End_of_Session,2024-08-06T14:33:31-04:00,R_1aMwBLZzFs77NOV,Case3,1_CONF,0_BL,1_SC,1,16,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
